Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Order,Product Image,Multi Image,Brand,List,Pros,Cons,Material,Softness,Price,Breathability,Thread count,Durability,Customer reviews,Size options,Care instructions,Color/pattern options,Weave type,Hypoallergenic properties,Eco friendliness,Warranty/return policy,Brand reputation,Total score,Popularity (sub score),Brand Reputation (sub score),Overall Value (sub score),Luxury (sub score),is_amazon,Description,promotion_code,promotion,exact_price,Affiliate url (web),Amazon affiliate url,Size,Amazon Affiliate url - mobile,Amazon Affiliate url - desktop,URL sanity,affiliation check
Extra Deep Fitted Sheet,extra-deep-fitted-sheet,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673c8373c48f507080969372,TRUE,TRUE,Tue Nov 19 2024 12:24:19 GMT+0000 (Coordinated Universal Time),Fri Dec 13 2024 10:51:56 GMT+0000 (Coordinated Universal Time),Fri Dec 13 2024 10:51:56 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046bb9cd09200f5746fe_673dcbcb8622569cb5d32cf7_Extra%2520Deep%2520Fitted%2520Sheet%2520Black%2520(1).jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046bb9cd09200f57470c_673c7e09fc026109607cb86a_FullGrey-06_215230f1-b9d3-4b3d-8987-cedcc5d068c3.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046bb9cd09200f574714_673c7e0cf2176b33e6801c3c_FullGrey-05_ef1a1b76-6555-4c49-b152-abf20b7c2866.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046bb9cd09200f57470f_673c7e0f09e1f127875be004_FullGrey-04_0051c259-e899-4292-b29d-2595409fbb1f.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046bb9cd09200f574709_673c7e1121828c7c1c36f4e9_FullGrey-02_0ea21947-b6be-497b-9893-76a950aafbdf.jpeg,bedsure,fitted,"Extra deep pockets, affordable, suitable for thick mattresses","Limited color options, potential durability concerns",Microfiber,Medium-High,$14-$21,Good,Not specified,Moderate,3.6/5,"Twin, Twin XL, Full, Queen, King","Machine washable, tumble dry low",6,Not specified,Not specified,Low to Moderate,30-day return policy,Good,7,7,7,8,5,FALSE,Deep-pocketed fitted sheet for thick mattresses,HOMEPRINCIPLES,for 20% off,19,https://bedsurehome.com/products/extra-deep-fitted-sheet?ref=hp20&utm_source=GO&variant=41033960456294,,,,,,
Faux Cotton Flannel Sheet Set,faux-cotton-flannel-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673ce12c0048867fffd636f8,TRUE,TRUE,Tue Nov 19 2024 19:04:12 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:28 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046979328b7ac7082f15_673cdfe674cb78c7433f902e_81-8gWBy4KL._AC_SL1500.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046979328b7ac7082f2b_673ce01b74cb78c7433fdf3f_81Vc5nm_30L._AC_SL1500.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046979328b7ac7082f2e_673ce01c96f9570fd66d79f5_81K9xcKhtCL._AC_SL1500.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046979328b7ac7082f31_673ce01d96f9570fd66d7b0a_810QO3SnxZL._AC_SL1500.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046979328b7ac7082f34_673ce01ffcec810353d82d23_81rl29H2iEL._AC_SL1500.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046979328b7ac7082f37_673ce022c8878b653c0f37a3_81lb9rUaD0L._AC_SL1500.webp,bedsure,bed-sheets,"Affordable, soft texture, warm for cold nights","Not genuine cotton, potential synthetic feel, may not be as breathable",Synthetic Flannel,High,$58-$75,Good,Not specified,Moderate,3.5/5,"Twin, Queen, King","Machine wash cold, tumble dry low",6,Flannel,Not specified,Low to Moderate,30-day return policy,Good,7,6,7,8,5,FALSE,Soft synthetic flannel sheets for cozy comfort,HOMEPRINCIPLES,for 20% off,67,https://bedsurehome.com/products/bedsure-faux-cotton-flannel-sheet-set?ref=hp20&utm_source=GO&variant=42241063026790,,,,,,
Faux Cotton Flannel Sheet Set Grey,faux-cotton-flannel-sheet-set-grey,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673ce220b8f93cbe38e73293,TRUE,TRUE,Tue Nov 19 2024 19:08:16 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:27 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480469d485f16ee69b6b07_673ce1d1cf9fc7f62162070a_91Ajbm9LUKL._AC_SX679.jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480468d485f16ee69b6af6_673ce1eb62a48d9990066adc_81ZQtBICCkL._AC_SX679.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480469d485f16ee69b6bcc_673ce1ed2516b878fe4831e9_91eVC5bx5-L._AC_SX679.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480468d485f16ee69b6afd_673ce1ef33af8f2ad46b8064_91S5_0Ecn1L._AC_SX679.jpeg,bedsure,bed-sheets,"Affordable, soft texture, warm for cold nights","Not genuine cotton, potential synthetic feel, may not be as breathable",Synthetic Flannel,High,$58-$75,Good,Not specified,Moderate,3.5/5,"Twin, Queen, King","Machine wash cold, tumble dry low",1,Flannel,Not specified,Low to Moderate,30-day return policy,Good,7,6,7,8,5,FALSE,Soft synthetic flannel sheets for cozy comfort,HOMEPRINCIPLES,for 20% off,67,https://bedsurehome.com/products/bedsure-faux-cotton-flannel-sheet-set-grey?ref=hp20&utm_source=GO&variant=42240955416678,,,,,,
"Flannel Sheet Set 100% Cotton, Velvety Soft Heavyweight",flannel-sheet-set-100-cotton-velvety-soft-heavyweight,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,67485bfde0b6772a0555063f,TRUE,TRUE,Thu Nov 28 2024 12:03:09 GMT+0000 (Coordinated Universal Time),Tue Dec 03 2024 13:32:41 GMT+0000 (Coordinated Universal Time),Tue Dec 03 2024 14:07:48 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485a7adf473b20de887196_51kTDlPbTIL._AC_US100_.jpg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485a69773cacb96ff08daa_81%2B0wzwtmFL._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485a69f7b3e867eddd32df_81nxtw2xJLL._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485a6c01331f228934ccba_91XnjKaCD8L._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485a6da5cdd8f323adf7df_815OjDP4QSL._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485a6f773cacb96ff09750_81Qrf2LC0OL._AC_SX679_.jpg,bare-home-us,cotton-on-amazon; cold-sleepers,"Affordable, soft feel, easy care","Quality may vary, potential for pilling over time",Cotton,High,$38-$88,Good,1800,Moderate,4.5/5,"Twin, Twin XL, Full, Queen, King, Cal King, Split King, Split Cal king, Split Flex king",Machine washable,20,Not specified,YES,Moderate,30-day return policy,Average,8,7,7,8,5,FALSE,Soft Flannel sheets with deep pockets,,,44,,https://amazon.com/dp/B0BNQWW6DB?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_J3v0xidDfrkHdQDlIO&aa_adgroupid=lv_pt5FW5kwT7LLi8e7Xw&aa_creativeid=lv_IYjNkzkz2vz3fqC1cP&m=A3UBXJ2R9SZ9Z4,Queen,,,,
Full Size 4 Pillowcases 100% Cotton Sheets,full-size-4-pillowcases-100-cotton-sheets,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,67448869cccae47b5d6e80ec,TRUE,TRUE,Mon Nov 25 2024 14:23:37 GMT+0000 (Coordinated Universal Time),Thu Dec 12 2024 17:24:00 GMT+0000 (Coordinated Universal Time),Thu Dec 12 2024 17:24:11 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480464b556414c5db59b7d_67448622da6774ec14ddc972_71Wpcd6d3oL._AC_SX679_.jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480465b556414c5db59bc7_6744860863a14ccf24382919_81o6CIuwsgL._AC_SX679_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480464b556414c5db59b84_674486115d84bf6423742cd7_71Wf0PNO9hL._AC_SX679_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480464b556414c5db59b8a_67448612940699e4b784a96a_81Fzo%252BiLkSL._AC_SX679_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480464b556414c5db59b81_67448614e3942f0ee8157fcf_71Yx4vCDDRL._AC_SX679_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480464b556414c5db59b87_67448617dbfe63e95e84e268_81Q3EhHsEAL._AC_SX679_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480465b556414c5db59baa_674486193fc76aa69ac18d3c_815HpYV6w0L._AC_SX679_.jpeg,california-design-den,affordable; king-size-on-amazon,"Affordable, easy to care for, wide selection","Quality may vary, potential durability issues reported",Cotton,Medium-High,$40-$60,Good,400,Moderate,4.5/5,"Twin, Twin XL, Full, Queen, King, Cal King, Split King",Machine washable,32,Bamboo,Sateen,Low to Moderate,30-day return policy,Average,7.5,8,7,8,6,TRUE,Affordable cotton sheets with multiple sizes and colors,,,50,,https://amazon.com/dp/B0829S39YY?maas=maas_adg_api_584724442338921539_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_p9STrIdpp2GtSacay6&aa_adgroupid=lv_IMG62tWrAQOXQoQMGx&aa_creativeid=lv_S4X9oWXnUrBcRHrtW7&m=AXT11B3W0G30N,,,,Currently unavailable.,levana?
Hotel Luxury Queen Size 6 Piece Sheet Set,cgk-hotel-luxury-queen-size-6-piece-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66a9e716dd8ee7b8fe2e7513,TRUE,TRUE,Wed Jul 31 2024 07:26:14 GMT+0000 (Coordinated Universal Time),Thu Dec 26 2024 21:49:54 GMT+0000 (Coordinated Universal Time),Thu Dec 26 2024 21:49:54 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/676dcc14914e6dbd53a9a744_71FCljeUZML._AC_SL1500_.jpg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04bdf83d42a0a72615c_66a9f6ce09f420d5ec89f874_51OwWPomnNL._AC_SL1000_.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04bdf83d42a0a72614f_66a9f6cecd463fc81044a18b_51V6BxLFpxL._AC_SL1000_.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04bdf83d42a0a726169_66a9f6ceb251bb5cc4b04449_61bknEeCP9L._AC_SL1000_.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04bdf83d42a0a72616c_66a9f6d12d7886366edf27f0_61yGY0iDzqL._AC_SL1000_.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04bdf83d42a0a726161_66a9f6cfc3cd3510ee9d0f2f_71bhoSZ8EhL._AC_SL1500_.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b1e04bdf83d42a0a726155_66a9f6cfc3cd3510ee9d0f3b_512zauNQXZL._AC_SL1000_.avif,cgk-hotel,best-on-amazon; affordable; hot-sleepers; hot-sleepers-on-amazon; cooling-on-amazon; deep-pocket,"Cooling, deep pockets, soft","Quality inconsistency, Potential pilling",Microfiber,High,$48-$70,Very Good,Not specified,Medium,4.5/5,"Twin, Full, Queen, King, Cal King, Split King","Machine wash cold, tumble dry low",20,Microfiber,Yes,Moderate,30-day return policy,Good,9.2,9,8,9,8,TRUE,Cooling and soft microfiber with deep pockets,,,59,,https://amazon.com/dp/B0C59J54RN?tag=homeprinciple-20,,,,,
Iced 2.0 Cooling Sheets,iced-2-0-cooling-sheets,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66965d2c35ceaea1f0b6f503,FALSE,TRUE,Tue Jul 16 2024 11:44:44 GMT+0000 (Coordinated Universal Time),Fri Nov 29 2024 14:17:51 GMT+0000 (Coordinated Universal Time),,9,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b41dcd61525aa0bb7f_66b1e04c11d4d6939c7051b3_66a9e71629cee6d2156ae83a_669e5a734e2fe3ce96093a8c_71KV-bEZ1zL.jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b41dcd61525aa0bb8d_66b1e04c11d4d6939c7051be_66a9e71629cee6d2156ae850_66a0acba0c14691c47345db3_HushLifestyle-2376_2048x.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b41dcd61525aa0bb86_66b1e04c11d4d6939c7051b7_66a9e71629cee6d2156ae83d_66a0acba75d3de69dc2faed2_HushLifestyle-2387_2048x.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b41dcd61525aa0bbc1_66b1e04c11d4d6939c7051c1_66a9e71629cee6d2156ae840_66a0acba9823af8d058d79a5_HushLifestyle-2470_364230b4-93f7-40a8-89d9-789796923bf9_2048x.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b41dcd61525aa0bbae_66b1e04c11d4d6939c7051c8_66a9e71629cee6d2156ae7fd_66a0acba23c151e48194e874_ArcticBlue_C_f778aca8-76d6-4f5f-b2b0-b6f8e5857656_2048x.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b41dcd61525aa0bb92_66b1e04c11d4d6939c7051d2_66a9e71629cee6d2156ae843_66a0acba1714b284cc719955_HushLifestyle-2-4_2048x.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b41dcd61525aa0bb99_66b1e04c11d4d6939c7051d7_66a9e71629cee6d2156ae846_66a0acbaaf037fa4912db9bb_HushLifestyle-1447_2048x.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b41dcd61525aa0bb9e_66b1e04c11d4d6939c7051cf_66a9e71629cee6d2156ae866_66a0acba0894bc542a97a6c2_HushLifestyle-2374_2048x.jpeg,hush,bed-sheets; hot-sleepers,"Cooling technology, soft","Higher price point, May be slippery",Bamboo viscose,Very High,$169-$219,Excellent,Not specified,High,4.5/5,"Twin, Full, Queen, King","Machine wash cold, tumble dry low",3,Not specified,Yes,Moderate,30-night trial,Good,7.5,7,8,7.5,7,FALSE,Advanced cooling technology in soft bamboo viscose,,,,,,,,,,
Legends Hotel Supima Cotton Sateen Sheet Set,legends-hotel-supima-cotton-sateen-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66965d2c4cadf91aef344d65,FALSE,TRUE,Tue Jul 16 2024 11:44:44 GMT+0000 (Coordinated Universal Time),Fri Nov 29 2024 14:17:51 GMT+0000 (Coordinated Universal Time),,7,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5302d8d1eee218596_66b1e04c506f6f5fe1d98d6f_66a9e71522eab955bd138e7c_669e5b00b1d5f08a90d7a066_legendshotel-plp-hero-desktop.jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5302d8d1eee218570_66b1e04c506f6f5fe1d98d5c_66a9e71522eab955bd138e61_669f9179e1eb310d8a36d54b_50851l_450wf_silver_sheetset.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5302d8d1eee21856d_66b1e04c506f6f5fe1d98d59_66a9e71522eab955bd138e68_669f9179bf31c9e365fcfd51_qr92_450_silver_1.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5302d8d1eee218583_66b1e04c506f6f5fe1d98d6b_66a9e71522eab955bd138e6f_669f9179a444bf1907b130f1_qr92_450_silver_2.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5302d8d1eee218568_66b1e04c506f6f5fe1d98d60_66a9e71522eab955bd138e64_669f91795f4c721eb5aad380_qr92_450_silver_3.webp,the-company-store,bed-sheets; best-premium; sateen; cotton,"Luxurious feel, durable","Higher price point, May wrinkle",Supima Cotton,Very High,$179-$279,Good,600,High,4.5/5,"Twin, Full, Queen, King, Cal King","Machine wash cold, tumble dry low",15,Sateen,Yes,Moderate,90-day return policy,Excellent,7.8,7.5,8.5,7.5,7,FALSE,Luxurious and durable Supima cotton sateen sheets,,,,,,,,,,
Linen Bedding Bundle,linen-bedding-bundle,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,67484501dd4bafc1ba08a782,FALSE,TRUE,Thu Nov 28 2024 10:25:05 GMT+0000 (Coordinated Universal Time),Thu Dec 12 2024 02:05:32 GMT+0000 (Coordinated Universal Time),Thu Dec 12 2024 02:05:32 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67483fed46fbe4c3f8b3a8e3_bundle_b44915dd-a9ec-48ad-b524-7ef7b216f78b.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67484000dd0f6c160ca93e25_40.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748400e13e162e4271eb905_2626.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748401c20436ce4b33fdea0_682.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748402a13e162e4271eddbb_2569.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748405b3ac5dd283f889d8d_453.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67484065de8ebc2db53365f9_467.webp,linen-tales,linen; best-premium; fitted; bed-sheets,"High-quality materials, handcrafted, sustainable","Higher price point, potential initial stiffness",Linen,Medium-High,$250-$550,Excellent,Not specified,High,5/5,"Twin, Twin XL, Full, Queen, King, Cal King",Stone washed for extra softness,21,Linen,Not specified,Very High,30-day return policy,Very good,8.8,8,9,8,10,FALSE,Handcrafted linen sheets with excellent breathability,HOMEPRINCIPLES,for 15% off,350,https://www.bcdjkf8trk.com/5GSPPN/ZQMP5/,,Queen,,,,
Linen Market Bed Sheets for King Size Bed,linen-market-bed-sheets-for-king-size-bed,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66a22f5d8cea101624840747,TRUE,TRUE,Thu Jul 25 2024 10:56:29 GMT+0000 (Coordinated Universal Time),Tue Dec 17 2024 14:45:00 GMT+0000 (Coordinated Universal Time),Tue Dec 17 2024 14:45:00 GMT+0000 (Coordinated Universal Time),10,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66a2306d235d741977cbb256_61915Iv1KZL._AC_SX679_.avif,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66a2306dd7c765b54b72e1db_71CnGR1928L._AC_SX679_.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66a2306d44e1359e92577ab8_71ChruJwZyL._AC_SX679_.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66a2306d1cd81dcd8674456f_31NAm2TFntL._AC_.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66a2306de908b863643f15ed_71CnGR1928L._AC_SL1500_.avif,sweet-home-collection,king-size-on-amazon; deep-pocket,"Affordable, wide selection, frequent sales","Limited color options, May wrinkle",Microfiber,Medium-High,$27.99,Good,200-1000,Moderate,3.8/5,"Twin, Full, Queen, King, Cal King","Machine wash cold, tumble dry low",20,Microfiber,Yes,Low to Moderate,30-day return policy,Average,9.1,9.5,9.2,9,6,TRUE,"Affordable microfiber sheets, wide selection",15HOMEPRIN,for 15% off,33,,https://www.amazon.com/Supreme-Collection-Extra-Queen-Sheets/dp/B00JFNEASQ?crid=28GCK2AIVNGER&dib=eyJ2IjoiMSJ9.SFgC1k22r-2ewU9NkPFN77eSxkj3LKhDR5mtjAl-zdVkGfEypWZ6PDS05fB8nkqYRaZzaezZuwitz8c5QTM2zxPB06YcfksJrLy7ENWa9blDEE9p4Zoz7wtt5gqmLdWFZNUYolTdy8wWC1I7H3DTGSRuPdYFe61kfsv88AXbDqDIcOwQlAkVCKjHSTea7rYMGyHndk-z1HJJVGxNN-cliKPBIgzndHaJ6Ck1Q0GbUAETotEW65tRTGs02zva-C7GyV1T49uuBKiiWuppB9gHTPAqbBwp2kYjJGeOcJp4vyw.fZP0wnTt2jNETZ43jx8ShSF014h26R49ke-5M_ZOQ9o&dib_tag=se&keywords=1500%2Bsupreme%2Bcollection&qid=1725378676&sprefix=1500%2Bsupreme%2Bcollec%2Caps%2C112&sr=8-1&th=1&linkCode=ll1&tag=aehp-20&linkId=fd822fa7ed61efab04a3d29e1f497fa2&language=en_US&ref_=as_li_ss_tl,,,,,
Linen Sheet Set,linen-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673f40b1aebb738221419e92,FALSE,TRUE,Thu Nov 21 2024 14:16:17 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:25 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:50 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804655fa505c7fa972de7_673f3eeac1af4efe9e256f07_wl1.jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804655fa505c7fa972dea_673f3eedba7eea0d6077b0bb_gq_productimg_linensetof3_sand_1_1_li_1.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804655fa505c7fa972ddc_673f3eeecde8495fec14458a_gq_productimg_linensetof3_navy_2_1_li.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804655fa505c7fa972ddf_673f3ef0ac8d3467c01b5189_notag_210512ri_dusty_rose_linen_ecomm0039.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674804655fa505c7fa972de2_673f3f246d0bcce674f60002_gq_productimg_linensetof3_grey_2_1_li.webp,riley-home,linen,"Soft, light, airy, comfortable for hot sleepers","Limited color options, potential for wrinkling",Linen,High,$135.00 – $305.10,Excellent,Not specified,Good,5/5,"Twin, Twin XL, Full, Queen, King, Cal King","Machine wash cold on gentle cycle with similar colors, using a mild detergent",5,Linen,Not specified,High,30-day return policy,Very good,9.5,9,9,9,10,FALSE,"Soft, airy linen sheets for comfortable sleep",,,252,https://shareasale.com/r.cfm?b=1213612&u=4360840&m=81199&urllink=rileyhome%2Ecom%2Fproduct%2Flinen%2Dsheet%2Dset%2F&afftrack=,,Full,,,,
Luxe Core Sheet Set,luxe-core-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66965d2c4de3a01e4b18f49d,FALSE,TRUE,Tue Jul 16 2024 11:44:44 GMT+0000 (Coordinated Universal Time),Fri Nov 29 2024 14:17:51 GMT+0000 (Coordinated Universal Time),,1,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5f97fa48932266c72_66b1e04c5a22b2297bfc51e3_66a9e7158664b0bff6aec066_669e5b3767d02f5e82a75a24_960x0.jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5f97fa48932266c78_66b1e04c5a22b2297bfc51eb_66a9e7158664b0bff6aec06e_66a0a999833c6bc86f3d3d80_BKL_23-05_Bedding_ClassicLuxe_White_COR_1x_WOgrey_768x_crop_center.jpg.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5f97fa48932266c81_66b1e04c5a22b2297bfc51e0_66a9e7158664b0bff6aec062_66a0a9997b2aef75b6a4db42_BKL_23-11_Luxe_Look5_Shot1_662x_PDP_WO_768x_crop_center.jpg.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5f97fa48932266c7e_66b1e04c5a22b2297bfc51e7_66a9e7158664b0bff6aec05d_66a0aa3e9875482b276708bc_BKL_23-11_Luxe_Look5_Shot1_591x_PDP_WO_768x_crop_center.jpg.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5f97fa48932266c7b_66b1e04c5a22b2297bfc51db_66a9e7158664b0bff6aec069_66a0aa49e998a89bb8b98e12_4.webp,brooklinen,bed-sheets; best-premium; cotton,"Soft, durable, good value","Higher price point, May pill",Long-staple cotton,Very High,$139-$199,Excellent,480,High,4.7/5,"Twin, Full, Queen, King, Cal King","Machine wash cold, tumble dry low",10,Sateen,Yes,Moderate,365-day return policy,Very Good,8.6,9,9,8.5,8,FALSE,Soft and durable long-staple cotton sheets,,,,,,,,,,
Luxe Sateen Core Sheet Set,luxe-sateen-core-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673f031829ef639fd8083341,FALSE,TRUE,Thu Nov 21 2024 09:53:28 GMT+0000 (Coordinated Universal Time),Thu Dec 05 2024 10:51:58 GMT+0000 (Coordinated Universal Time),Sun Dec 08 2024 13:58:09 GMT+0000 (Coordinated Universal Time),0,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5f97fa48932266c7e_66b1e04c5a22b2297bfc51e7_66a9e7158664b0bff6aec05d_66a0aa3e9875482b276708bc_BKL_23-11_Luxe_Look5_Shot1_591x_PDP_WO_768x_crop_center.jpg.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5f97fa48932266c78_66b1e04c5a22b2297bfc51eb_66a9e7158664b0bff6aec06e_66a0a999833c6bc86f3d3d80_BKL_23-05_Bedding_ClassicLuxe_White_COR_1x_WOgrey_768x_crop_center.jpg.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5f97fa48932266c81_66b1e04c5a22b2297bfc51e0_66a9e7158664b0bff6aec062_66a0a9997b2aef75b6a4db42_BKL_23-11_Luxe_Look5_Shot1_662x_PDP_WO_768x_crop_center.jpg.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b5f97fa48932266c7b_66b1e04c5a22b2297bfc51db_66a9e7158664b0bff6aec069_66a0aa49e998a89bb8b98e12_4.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480468f32b8fbebe45ebba_673f0126d5baf6109d3c73c9_Essential_Luxe_Colors_9-3_1600_768x.webp,brooklinen,bed-sheets; sateen; soft,"High-quality cotton, luxurious feel, durable","Higher price point, may be too warm for hot sleepers",Cotton,Very High,$112-$172,Very Good,480,Excellent,4.7/5,"Twin, Twin XL, Full, Queen, King, Cal King","Machine wash cold, tumble dry low",18,Sateen,Yes,Moderate,365-day return policy,Excellent,9,9,9,9,8,FALSE,Luxurious cotton sheets with high thread count,,,142,https://brooklinen.pxf.io/qz4DbN?subId1=,,,,,,
